gene,count
AQP11,6878
AQP12B,8471
AQP2,5637
AQP4,2611
AQP5,490
AQP6,4517
AQP7,3935
AQP7B,4428
AQP8,2414
AQP9,10663
AQR,24940
AR,53449
ARAF,141002
ARAP1,80573
ARAP2,136697
ARAP3,35610
ARCN1,120359
AREG,26376
AREL1,24285
ARF1,332808
ARF5,179777
ARF6,512733
ARFGAP1,49538
ARFGAP2,57212
ARFGAP3,90559
ARFGEF1,259569
ARFGEF2,76984
ARFGEF3,9480
ARFIP1,54140
ARFIP2,57240
ARFRP1,62057
ARG1,4613
ARG2,36354
ARGFX,5878
ARGLU1,154293
ARHGAP1,183391
ARHGAP10,25964
ARHGAP11A,23006
ARHGAP11B,95150
ARHGAP12,34680
ARHGAP15,45583
ARHGAP17,150093
ARHGAP18,45205
ARHGAP19,35189
ARHGAP20,6313
ARHGAP21,131853
ARHGAP22,19266
ARHGAP23,132715
ARHGAP24,19485
ARHGAP25,60410
ARHGAP26,115262
ARHGAP27,39120
ARHGAP28,15610
ARHGAP29,2624
ARHGAP30,15204
ARHGAP31,40957
ARHGAP32,78273
ARHGAP33,57402
ARHGAP35,171313
ARHGAP36,338
ARHGAP39,18977
ARHGAP4,160505
ARHGAP40,9109
ARHGAP42,10259
ARHGAP44,5506
ARHGAP45,80145
ARHGAP5,221267
ARHGAP6,12348
ARHGAP9,35463
ARHGDIA,66972
ARHGDIB,173377
ARHGDIG,1862
ARHGEF1,103839
ARHGEF10,6307
ARHGEF10L,51286
ARHGEF11,24340
ARHGEF12,145769
ARHGEF15,9413
ARHGEF16,26088
ARHGEF17,8452
ARHGEF18,72014
ARHGEF19,70044
ARHGEF2,54766
ARHGEF25,45718
ARHGEF26,24359
ARHGEF28,70085
ARHGEF3,20748
ARHGEF33,6216
ARHGEF35,44946
ARHGEF37,17872
ARHGEF38,3691
ARHGEF39,3430
ARHGEF4,48610
ARHGEF40,21870
ARHGEF5,27543
ARHGEF6,45064
ARHGEF7,90224
ARHGEF9,39231
ARID1A,166941
ARID1B,105471
ARID2,58901
ARID3A,8386
ARID3B,10389
ARID3C,4266
ARID4A,99298
ARID4B,144470
ARID5A,47509
ARID5B,51318
ARIH1,132960
ARIH2,122828
ARL1,176967
ARL10,42344
ARL11,13559
ARL13A,6308
ARL13B,8120
ARL14,5408
ARL14EP,20224
ARL14EPL,3849
ARL15,32802
ARL16,583
ARL17B,88635
ARL2,7484
ARL2BP,58339
ARL3,79401
ARL4A,45576
ARL4C,269565
ARL4D,43456
ARL5A,26082
ARL5B,120951
ARL5C,4391
ARL6,20322
ARL6IP4,5609
ARL6IP5,15453
ARL6IP6,86223
ARL8A,76997
ARL8B,425932
ARL9,3270
ARMC1,24417
ARMC10,11094
ARMC12,2366
ARMC2,20382
ARMC3,3515
ARMC5,14141
ARMC6,19964
ARMC7,26410
ARMC8,10163
ARMC9,25287
ARMCX1,29423
ARMCX2,25362
ARMCX3,52621
ARMCX4,31318
ARMCX5,16000
ARMCX6,16037
ARMH1,5209
ARMH2,3553
ARMH3,83889
ARMH4,4571
ARMS2,1726
ARMT1,37633
ARNT,79776
ARNT2,17803
ARPC1A,3
ARPC1B,29126
ARPC2,52409
ARPC3,166546
ARPC4,5972
ARPC5,142344
ARPC5L,56465
ARPIN,47453
ARPP19,301515
ARPP21,3915
ARR3,1824
ARRB1,11138
ARRB2,116405
ARRDC1,43346
ARRDC2,171184
ARRDC3,307544
ARRDC4,22141
ARRDC5,17230
ARSA,8221
ARSB,39444
ARSD,14807
ARSF,6009
ARSG,8721
ARSH,4043
ARSI,28892
ARSJ,19237
ARSK,28128
ARSL,3847
ART1,727
ART3,8014
ART4,3906
ART5,4689
ARTN,8950
ARV1,70199
ARVCF,32732
ARX,1631
AS3MT,14347
ASAH1,148051
ASAH2,3565
ASAH2B,18609
ASAP1,168383
ASAP2,108290
ASAP3,27846
ASB1,27816
ASB10,2777
ASB11,3896
ASB12,3009
ASB13,10150
ASB14,2026
ASB15,1784
ASB16,1072
ASB17,2703
ASB18,2638
ASB2,15703
ASB3,19705
ASB4,3191
ASB5,4824
ASB6,62425
ASB7,29398
ASB8,40528
ASB9,8268
ASCC1,33839
ASCC2,25684
ASCC3,127890
ASCL1,5414
ASCL2,1950
ASCL3,2888
ASCL4,4205
ASCL5,2111
ASF1A,45765
ASF1B,58134
ASGR1,9052
ASGR2,2556
ASH1L,200880
ASH2L,77609
ASIC1,9678
ASIC2,10736
ASIC3,9004
ASIC4,3440
ASIC5,1730
ASIP,15360
ASL,21532
ASNSD1,110174
ASPA,11096
ASPDH,10772
ASPG,11811
ASPH,106343
ASPHD1,16139
ASPHD2,11880
ASPM,27460
ASPN,29681
ASPSCR1,25273
ASRGL1,8666
ASS1,62303
ASTE1,30383
ASTL,6556
ASTN1,4455
ASTN2,50276
ASXL1,199013
ASXL2,110089
ASXL3,3215
ASZ1,1926
ATAD2,134343
ATAD2B,93997
