gene,count
MYOCOS,61
MYOC,38
VAMP4,2217
EEF1AKNMT,5472
DNM3,427
PIGC,1669
C1ORF105,49
SUCO,6283
FASLG,263
TNFSF18,124
TNFSF4,495
PRDX6,3495
SLC9C2,43
ANKRD45,154
TEX50,46
KLHL20,2253
CENPL,2036
DARS2,2770
ZBTB37,2136
SERPINC1,97
RC3H1,6855
RABGAP1L,12807
TNN,199
KIAA0040,3360
TNR,58
COP1,2856
PAPPA2,59
ASTN1,69
BRINP2,260
SEC16B,529
RASAL2,3334
CLEC20A,69
TEX35,80
RALGPS2,6014
ANGPTL1,109
FAM20B,5009
TOR3A,2916
ABL2,4018
SOAT1,2250
AXDND1,208
NPHS2,48
TDRD5,1116
FAM163A,42
TOR1AIP2,4109
TOR1AIP1,3246
CEP350,5656
QSOX1,5827
LHX4,60
ACBD6,6499
XPR1,2652
KIAA1614,321
STX6,5901
IER5,5375
CACNA1E,51
ZNF648,133
GLUL,41606
TEDDM1,82
RGSL1,52
RNASEL,825
RGS16,1676
RGS8,45
NPL,2003
DHX9,6838
SHCBP1L,61
LAMC1,4554
LAMC2,1020
NMNAT2,180
SMG7,1495
NCF2,1657
ARPC5,5428
RGL1,1975
APOBEC4,102
COLGALT2,222
TSEN15,2024
C1ORF21,18715
EDEM3,8404
NIBAN1,1004
RNF2,1304
TRMT1L,3414
SWT1,1326
IVNS1ABP,6586
HMCN1,1744
PRG4,57
TPR,9756
ODR4,4793
PDC,49
PTGS2,366
PLA2G4A,536
BRINP3,54
RGS18,118
RGS21,40
RGS1,4137
RGS13,171
RGS2,2140
UCHL5,3721
RO60,7936
GLRX2,3827
CDC73,10956
B3GALT2,83
KCNT2,144
CFH,1490
CFHR3,96
CFHR4,109
CFHR2,65
CFHR5,50
F13B,110
ASPM,2114
ZBTB41,5619
CRB1,76
DENND1B,4367
C1ORF53,947
LHX9,87
NEK7,7278
ATP6V1G3,71
PTPRC,516
NR5A2,291
ZNF281,2931
KIF14,1627
DDX59,3332
CAMSAP2,6426
GPR25,82
INAVA,2138
KIF21B,677
CACNA1S,109
ASCL5,75
TMEM9,7202
IGFN1,90
PKP1,686
TNNT2,302
LAD1,4825
TNNI1,37
PHLDA3,3396
CSRP1,33877
NAV1,2613
IPO9,6057
SHISA4,1432
LMOD1,852
TIMM17A,6873
RNPEP,8474
ELF3,18794
GPR37L1,174
ARL8A,7077
PTPN7,623
LGR6,117
UBE2T,3845
PPP1R12B,5641
SYT2,7
KDM5B,11679
RABIF,3333
KLHL12,4958
ADIPOR1,10938
CYB5R1,5310
TMEM183A,11285
PPFIA4,1175
MYOG,79
ADORA1,1400
MYBPH,60
CHI3L1,3404
CHIT1,152
BTG2,10938
FMOD,1012
PRELP,2875
OPTC,65
ATP2B4,7258
LAX1,213
SNRPE,5358
SOX13,2559
ETNK2,3168
REN,66
KISS1,243
GOLT1A,352
PLEKHA6,4321
PPP1R15B,8058
PIK3C2B,2923
